,e1,e2,intensity
ERG<->RHO,ERG,RHO,0.2516498875289149
HNRNPK<->KIT,HNRNPK,KIT,0.2515842394358582
CW<->MVD,CW,MVD,0.251238935211474
KERATIN<->XIAP,KERATIN,XIAP,0.251227434756689
PURG<->RD,PURG,RD,0.2511703122256883
PK<->STAC,PK,STAC,0.2510246755698909
JK<->MCC,JK,MCC,0.25090054939952816
DF<->TH,DF,TH,0.25046634096649917
PURG<->VH,PURG,VH,0.25042275133469544
ERG<->VEGFB,ERG,VEGFB,0.25031787137016975
GA<->ZA,GA,ZA,0.25031602942021364
MAX<->PR,MAX,PR,0.2502948283594159
SYT<->VIT,SYT,VIT,0.2501929044142
WASH<->ZA,WASH,ZA,0.250175364655476
MUCIN<->STING,MUCIN,STING,0.24997501571592903
ADM<->CF,ADM,CF,0.2497282191788917
PRO<->STAC,PRO,STAC,0.24957725863929897
CW<->END,CW,END,0.24949383885253484
CBL<->MLL,CBL,MLL,0.2493038344442808
AR<->TH,AR,TH,0.24929271890734458
HF<->SPIN,HF,SPIN,0.2491728751502778
CBL<->GAG,CBL,GAG,0.24886073374258516
FKHR<->SI,FKHR,SI,0.24884127518910812
CELL<->NGF,CELL,NGF,0.24828102117628054
CP<->GA,CP,GA,0.24806970163578246
ER<->SA,ER,SA,0.2479471835508409
EMB<->ERAS,EMB,ERAS,0.24790538783564964
HK<->SA,HK,SA,0.2479001572691458
ADM<->HDC,ADM,HDC,0.24788634532683185
SNRNP<->TCR,SNRNP,TCR,0.2478377112280434
MCC<->NET,MCC,NET,0.24706260058099902
NODAL<->PRL,NODAL,PRL,0.2469970031716678
KIT<->SYT,KIT,SYT,0.24685492214561502
MHC<->REST,MHC,REST,0.24677722299125635
SPIN<->WIRE,SPIN,WIRE,0.24672191301860913
ERAS<->IGM,ERAS,IGM,0.24647958074036813
PK<->SCFV,PK,SCFV,0.24638440334569647
CBL<->PRL,CBL,PRL,0.24633031925295348
HLA<->SI,HLA,SI,0.2461974007270551
BCR<->WASH,BCR,WASH,0.2461304856608745
TYR<->VEGF,TYR,VEGF,0.24612689802376464
AID<->PURG,AID,PURG,0.24603057198541298
BCR<->SPIN,BCR,SPIN,0.24595344656419119
SRC<->SYT,SRC,SYT,0.24581421949018561
BF<->CBL,BF,CBL,0.24558737390907573
ADM<->KIT,ADM,KIT,0.2454754810054854
MCC<->S,MCC,S,0.2453503155615033
ARC<->SCFV,ARC,SCFV,0.2453080682264511
ET<->S,ET,S,0.24529335649415174
MVD<->PRO,MVD,PRO,0.2452247980768135
BCOR<->STAC,BCOR,STAC,0.24469097272897966
ER<->PRO,ER,PRO,0.24455107776706636
NANOG<->NSF,NANOG,NSF,0.24451661771207966
CELL<->MYC,CELL,MYC,0.24428898850230762
CF<->END,CF,END,0.24421904804399883
ET<->VEGFB,ET,VEGFB,0.24391182703126468
CELL<->PC,CELL,PC,0.24362000742224482
HK<->MVD,HK,MVD,0.24352292171209786
BAK<->ERAS,BAK,ERAS,0.24348823392032043
CP<->WASH,CP,WASH,0.2432625847581961
MTR<->SYT,MTR,SYT,0.2431844608921146
KERATIN<->MVD,KERATIN,MVD,0.24301081468786467
CW<->SCT,CW,SCT,0.24263482349201088
NSF<->SYT,NSF,SYT,0.24233644559731624
NET<->POL,NET,POL,0.24219052243611328
BCOR<->NET,BCOR,NET,0.2421579167659396
FTF<->SSB,FTF,SSB,0.24210419192851151
GAL<->TERT,GAL,TERT,0.24209302394940127
MCC<->OSM,MCC,OSM,0.24201420972940815
MB<->MSC,MB,MSC,0.24178843163520938
ARCH<->COPE,ARCH,COPE,0.24145031204340073
GFAP<->VH,GFAP,VH,0.24128810705181983
HK<->SCFV,HK,SCFV,0.24128580561071622
VEGF<->VH,VEGF,VH,0.241267266261391
ELL<->GGT,ELL,GGT,0.24126398086336812
MHC<->SRC,MHC,SRC,0.2408728594773418
PK<->SYT,PK,SYT,0.2408649754395806
CELL<->CP,CELL,CP,0.2406817101922194
IGH<->TRE,IGH,TRE,0.24056689081639093
EMB<->MIP,EMB,MIP,0.24034105920726995
SRC<->ZA,SRC,ZA,0.23983766688602023
MET<->REST,MET,REST,0.23983344787925828
BAK<->EMB,BAK,EMB,0.2397834601699856
BID<->OAT,BID,OAT,0.23973482059398948
CW<->PURG,CW,PURG,0.23965592901453495
CBL<->SSB,CBL,SSB,0.2396064839355274
HNRNPK<->MTR,HNRNPK,MTR,0.23956416739404185
END<->PR,END,PR,0.23954894885905417
MTP<->NANOG,MTP,NANOG,0.23944187481207807
JUN<->MVD,JUN,MVD,0.239266068201746
BCOR<->KIT,BCOR,KIT,0.23880892946331403
COIL<->MTP,COIL,MTP,0.23878597849174782
PC<->WASH,PC,WASH,0.23872617193691675
RHO<->TAT,RHO,TAT,0.2386793097872718
BCR<->CELL,BCR,CELL,0.23839207583704636
ERG<->POL,ERG,POL,0.23823389175982204
ER<->SPIN,ER,SPIN,0.23810914977562037
POL<->PURG,POL,PURG,0.2380941913977158
ARC<->PTER,ARC,PTER,0.23805390860251893
AE<->JK,AE,JK,0.2380446809696694
SKI<->TCR,SKI,TCR,0.2379702957977631
BLM<->PNN,BLM,PNN,0.23780609020735213
BAD<->TH,BAD,TH,0.2377696554789959
COIL<->ER,COIL,ER,0.23771092497331162
PK<->SPIN,PK,SPIN,0.23756553837273905
FEV<->FKHR,FEV,FKHR,0.237473129254702
RD<->XG,RD,XG,0.2373093604402661
ER<->GFAP,ER,GFAP,0.23725499206525458
HNRNPK<->NSF,HNRNPK,NSF,0.23691723829638447
SA<->SI,SA,SI,0.23664098053539073
JUN<->SCFV,JUN,SCFV,0.23641382930802005
SPIN<->ZA,SPIN,ZA,0.23635245963539128
CAST<->GFAP,CAST,GFAP,0.236348931797843
BCR<->SET,BCR,SET,0.2362875446023301
MTR<->SPIN,MTR,SPIN,0.23622962091944935
MUCIN<->MYCN,MUCIN,MYCN,0.23621624058342153
CF<->SCT,CF,SCT,0.23614147926717036
ACT<->JK,ACT,JK,0.2361240415131974
GGT<->TCR,GGT,TCR,0.23566551226830484
FEV<->TG,FEV,TG,0.2356650149730339
AR<->PURG,AR,PURG,0.23556149131700668
IGM<->MENT,IGM,MENT,0.2354140810633005
GA<->TERT,GA,TERT,0.2352091135446239
JUN<->SA,JUN,SA,0.23516962591248125
EED<->PAP,EED,PAP,0.23510153465417172
MTR<->STAC,MTR,STAC,0.23506994831932856
CP<->SPIN,CP,SPIN,0.23483101303851786
LAT<->TCR,LAT,TCR,0.23462760647460612
BAD<->UNKNOWN,BAD,UNKNOWN,0.2344358699834316
CHM<->RD,CHM,RD,0.2343424940314233
HK<->MCC,HK,MCC,0.2341860063712018
POL<->SCD,POL,SCD,0.23415506414530426
JK<->PK,JK,PK,0.23407182950917443
SRI<->TCR,SRI,TCR,0.23373790590987248
SON<->WIRE,SON,WIRE,0.23368741862588835
PURG<->REL,PURG,REL,0.23361885311864464
ACT<->STAC,ACT,STAC,0.23327151937356247
PURG<->WASH,PURG,WASH,0.23322444958795122
CBL<->MTF,CBL,MTF,0.23313300567013956
COPE<->CW,COPE,CW,0.23308259211411766
ACT<->MVD,ACT,MVD,0.23304230109432694
GA<->TH,GA,TH,0.23303801659533532
EGF<->TCR,EGF,TCR,0.2330054594110905
AE<->MYC,AE,MYC,0.23292796993520087
REN<->STAC,REN,STAC,0.2328980582469139
IGH<->OSM,IGH,OSM,0.2328663954441324
PURG<->SCT,PURG,SCT,0.23286174722151715
GA<->PURG,GA,PURG,0.23281015829243498
MENT<->TRE,MENT,TRE,0.23268668784480204
BID<->EED,BID,EED,0.23262762450742147
BCR<->RD,BCR,RD,0.23251377240319665
AE<->HAT,AE,HAT,0.23240595917080548
ADM<->ER,ADM,ER,0.23224498135972182
MVD<->VEGF,MVD,VEGF,0.23210307442886977
HDC<->PURG,HDC,PURG,0.23193899037634266
FKHR<->VEGFB,FKHR,VEGFB,0.2318350207019141
AID<->HDC,AID,HDC,0.2316584188824471
BCOR<->HLA,BCOR,HLA,0.2316328745758301
CELL<->MVD,CELL,MVD,0.2315857527310419
HNRNPK<->PK,HNRNPK,PK,0.23153462884777667
HLA<->REST,HLA,REST,0.23122142982561603
GFAP<->IGM,GFAP,IGM,0.23100386350343294
CHP<->FTF,CHP,FTF,0.23092846393434477
EMB<->GGT,EMB,GGT,0.23071320180032662
JUN<->MHC,JUN,MHC,0.23066359125666183
HR<->TH,HR,TH,0.23057154121234016
COPE<->MCC,COPE,MCC,0.23048308120074879
ARCH<->HEEL,ARCH,HEEL,0.23044267184475634
CF<->SCD,CF,SCD,0.23020833796516596
GA<->STAC,GA,STAC,0.23017983271604758
REN<->WIRE,REN,WIRE,0.23016845722669618
WASH<->XIAP,WASH,XIAP,0.22998986039279876
END<->PURG,END,PURG,0.22987080962718795
SPIN<->TERT,SPIN,TERT,0.22975362938026192
BCOR<->TNF,BCOR,TNF,0.22970795602188845
REN<->TH,REN,TH,0.22965780736176042
HGF<->RICTOR,HGF,RICTOR,0.22963331737174303
BCR<->ET,BCR,ET,0.2295221818054414
MAPT<->SKI,MAPT,SKI,0.229462898383834
PK<->SRC,PK,SRC,0.2294296267821233
FKHR<->SPIN,FKHR,SPIN,0.22917935746721377
NANOG<->SON,NANOG,SON,0.2290702891903663
REL<->TH,REL,TH,0.22902262508209817
CAT<->COIL,CAT,COIL,0.22873739140439645
ERAS<->TCR,ERAS,TCR,0.22861100763320003
BAK<->GFAP,BAK,GFAP,0.22847640673417713
OAT<->PAP,OAT,PAP,0.22812918711455887
MSC<->TERT,MSC,TERT,0.22803325865754837
RICTOR<->TCR,RICTOR,TCR,0.2279431968150099
GA<->PC,GA,PC,0.22792107090528982
SA<->STAC,SA,STAC,0.22782708646676203
AID<->SPIN,AID,SPIN,0.22773700685253145
PURG<->VEGFB,PURG,VEGFB,0.22756503420216037
SA<->XG,SA,XG,0.2275198919352592
GFAP<->SCD,GFAP,SCD,0.226989940146387
CLSPN<->KIN,CLSPN,KIN,0.2269639826771094
BCOR<->MHC,BCOR,MHC,0.22686555758522486
KERATIN<->VH,KERATIN,VH,0.22671113029033896
DF<->MAX,DF,MAX,0.22664080429151093
COIL<->TYR,COIL,TYR,0.22663993452915365
MET<->SCD,MET,SCD,0.22621448726496932
ER<->HLA,ER,HLA,0.22620144802924644
BAK<->NODAL,BAK,NODAL,0.22617485498941917
BAD<->WASH,BAD,WASH,0.2260926187927736
CAST<->MIP,CAST,MIP,0.22607490029109845
GAL<->JUN,GAL,JUN,0.22603432926497488
AID<->TH,AID,TH,0.22593141357114047
AR<->WHITE,AR,WHITE,0.22571331183583213
GFAP<->TYR,GFAP,TYR,0.22567534689706864
KIT<->TG,KIT,TG,0.22546880618045792
ARCH<->TH,ARCH,TH,0.2254368667175296
MAX<->PURG,MAX,PURG,0.22539462490476633
ESD<->GC,ESD,GC,0.2253363795404741
MTR<->SRC,MTR,SRC,0.22501454324924788
JUN<->SI,JUN,SI,0.22483718456185975
GA<->KIT,GA,KIT,0.2243368974245934
CELL<->REST,CELL,REST,0.22430893774656363
GAPDH<->POL,GAPDH,POL,0.22389655786248164
BAK<->GC,BAK,GC,0.2238340280217494
CBL<->EED,CBL,EED,0.2238252948193574
ET<->TG,ET,TG,0.2236190304509103
RD<->TEC,RD,TEC,0.22359868030876692
COIL<->VH,COIL,VH,0.2235886769685402
ADC<->COIL,ADC,COIL,0.22354230810510217
SST<->SYT,SST,SYT,0.22343623280746636
AE<->RHO,AE,RHO,0.22338583041668322
BAD<->SPIN,BAD,SPIN,0.2233039072976352
ASS<->SMN,ASS,SMN,0.2232399719659547
AE<->SI,AE,SI,0.2231258842212065
MET<->PR,MET,PR,0.22299363967880104
ALK<->ESD,ALK,ESD,0.22295817096135692
PML<->SKI,PML,SKI,0.22277432302606343
ACT<->ER,ACT,ER,0.22271451734704692
BAK<->PNN,BAK,PNN,0.22242195380805518
POLE<->TERT,POLE,TERT,0.22211434581005768
FKHR<->TNF,FKHR,TNF,0.22197707990592688
MB<->RD,MB,RD,0.22192633098955447
OSM<->RD,OSM,RD,0.22181762864366972
JK<->MTR,JK,MTR,0.2216645880418911
DO<->IMPACT,DO,IMPACT,0.2215367722686488
CHM<->IGH,CHM,IGH,0.22151522861836337
NSF<->WIRE,NSF,WIRE,0.2213289430365525
NGF<->RD,NGF,RD,0.22132503550441993
BCR<->GA,BCR,GA,0.22129054161298647
SYT<->TERT,SYT,TERT,0.22128364897269354
HNRNPK<->SON,HNRNPK,SON,0.22117297621144302
PURG<->SCD,PURG,SCD,0.22116358322545104
KERATIN<->SI,KERATIN,SI,0.22060881687964645
MET<->POLE,MET,POLE,0.22026321708359545
CISH<->NANOG,CISH,NANOG,0.22015338735057063
GAG<->STING,GAG,STING,0.22013834359655465
CAST<->COPE,CAST,COPE,0.2200430123435218
BCOR<->POLE,BCOR,POLE,0.21997273389786218
CW<->MCC,CW,MCC,0.21995215516139002
IMPACT<->MET,IMPACT,MET,0.2199073055829117
MENT<->PAP,MENT,PAP,0.21987642472738697
BID<->GAG,BID,GAG,0.21963972586283828
HEEL<->IGM,HEEL,IGM,0.2195702686520834
LRP<->PAP,LRP,PAP,0.2193133023809662
PRO<->VH,PRO,VH,0.21908096300888377
ET<->RHO,ET,RHO,0.21904880468069957
HK<->MHC,HK,MHC,0.21899522216044598
FEV<->MCC,FEV,MCC,0.21892960116397708
FEV<->STAC,FEV,STAC,0.21874167215836393
ARC<->MTR,ARC,MTR,0.21862955411901178
MTP<->WIRE,MTP,WIRE,0.2181830362344819
HGF<->MTF,HGF,MTF,0.2181563517503745
MCC<->VH,MCC,VH,0.21812134582852033
HK<->SI,HK,SI,0.21810946489123895
GA<->PILOT,GA,PILOT,0.218059433529493
MAX<->POLE,MAX,POLE,0.2179248495191613
JK<->WASH,JK,WASH,0.2179049544486517
CELL<->SI,CELL,SI,0.2178620379680646
CHM<->PURG,CHM,PURG,0.2176643909269381
AID<->UNKNOWN,AID,UNKNOWN,0.217660599019181
BF<->HNRNPK,BF,HNRNPK,0.21762582594923272
HF<->SI,HF,SI,0.21759707929935482
CP<->MB,CP,MB,0.21749848147659948
CW<->SET,CW,SET,0.21745059589974122
S<->SET,S,SET,0.2173370652618974
CCK<->TCR,CCK,TCR,0.21730557623318472
NET<->RHO,NET,RHO,0.2169672724011317
MTR<->SON,MTR,SON,0.21690988279799234
REST<->SRC,REST,SRC,0.2168217568034929
CBL<->GEM,CBL,GEM,0.216796297845043
ET<->POL,ET,POL,0.21641775618604966
MAX<->MVD,MAX,MVD,0.21629574213912034
ESD<->PNN,ESD,PNN,0.216236983384818
GRAF<->TCR,GRAF,TCR,0.21616802728521473
GAPDH<->POLE,GAPDH,POLE,0.21606288588643358
AE<->ERG,AE,ERG,0.2160619581064251
MET<->SA,MET,SA,0.21597184386956542
PRO<->REST,PRO,REST,0.21579285219160663
ER<->FEV,ER,FEV,0.2157396536020495
S<->WHITE,S,WHITE,0.21564499105880158
MCC<->WASH,MCC,WASH,0.21561178781339513
KERATIN<->TERT,KERATIN,TERT,0.21560202766095846
COPE<->HEEL,COPE,HEEL,0.2155589678711498
MCC<->SCD,MCC,SCD,0.2155170393166417
ERG<->XG,ERG,XG,0.21536376495281367
HDC<->IMPACT,HDC,IMPACT,0.2153551603407629
PRO<->TYR,PRO,TYR,0.2153335374471229
MYCN<->PNN,MYCN,PNN,0.21521835142784715
END<->HR,END,HR,0.215127377538181
FEV<->SI,FEV,SI,0.21503607829494717
ER<->GA,ER,GA,0.21496291587693897
KIT<->SPIN,KIT,SPIN,0.21495124033309437
AE<->RD,AE,RD,0.21494701737459107
DO<->GA,DO,GA,0.21490756989073653
MVD<->SA,MVD,SA,0.21481888663177817
CIC<->MB,CIC,MB,0.21463335191379437
KIN<->MYCN,KIN,MYCN,0.21453370958291462
ALK<->BAK,ALK,BAK,0.21449229988556284
PRL<->SCFV,PRL,SCFV,0.21445849231622882
GAPDH<->RHO,GAPDH,RHO,0.21438958267332422
SYT<->TAT,SYT,TAT,0.21438138607188306
HF<->PURG,HF,PURG,0.21426276330461047
FKHR<->HNRNPK,FKHR,HNRNPK,0.2141383594242761
CS<->SI,CS,SI,0.21413445294249833
PURG<->TEC,PURG,TEC,0.21360480436565
EED<->ELL,EED,ELL,0.2135884158548985
FTF<->PML,FTF,PML,0.21352219213300555
PC<->PURG,PC,PURG,0.21345132226133962
ERAS<->TRE,ERAS,TRE,0.21321902652094132
IGM<->PGF,IGM,PGF,0.21274780217471806
ARC<->TRE,ARC,TRE,0.21250556103257048
PK<->XIAP,PK,XIAP,0.21241760042230234
AID<->CW,AID,CW,0.21226114106470306
SA<->XIAP,SA,XIAP,0.2121068780172954
IGH<->NGF,IGH,NGF,0.21196248193022998
FKHR<->GA,FKHR,GA,0.21171128275019385
CELL<->XIAP,CELL,XIAP,0.21159157907381893
AR<->COPE,AR,COPE,0.21134933109090384
SRC<->WASH,SRC,WASH,0.2113081391287731
JK<->RD,JK,RD,0.21122131983693013
SCD<->TG,SCD,TG,0.21106833923624763
KERATIN<->ZA,KERATIN,ZA,0.21095319087071196
ADC<->SA,ADC,SA,0.2107911757905379
SPIN<->VH,SPIN,VH,0.21078592349687306
SET<->SI,SET,SI,0.2106867432533608
IMPACT<->PR,IMPACT,PR,0.2105792552057669
HLA<->STAC,HLA,STAC,0.2105382221951117
CP<->SRC,CP,SRC,0.21030620473080816
IGH<->PC,IGH,PC,0.210002284542185
ADC<->DF,ADC,DF,0.2099011120676907
MIP<->NSF,MIP,NSF,0.20984659739729006
TEC<->UNKNOWN,TEC,UNKNOWN,0.2097186977684588
REN<->ZA,REN,ZA,0.20946379116238875
COIL<->STAC,COIL,STAC,0.20942023531022302
PRO<->SI,PRO,SI,0.20932518743828218
PURG<->XG,PURG,XG,0.20893802032224898
SON<->SYT,SON,SYT,0.2088680197225683
ARC<->PK,ARC,PK,0.20886659433819427
JUN<->MCC,JUN,MCC,0.20882578943378652
MYC<->RD,MYC,RD,0.20880271934185496
MUT<->TCR,MUT,TCR,0.20875356389889863
SA<->TEC,SA,TEC,0.20874680742748772
AID<->WHITE,AID,WHITE,0.20873648911784007
CELL<->CIC,CELL,CIC,0.20872759616811665
ELL<->LRP,ELL,LRP,0.20870640966376028
IGH<->STAC,IGH,STAC,0.20843167232801993
GAL<->HK,GAL,HK,0.20822084672737384
TERT<->TG,TERT,TG,0.20812845892116486
MCC<->PK,MCC,PK,0.20791245765260802
CLSPN<->TCR,CLSPN,TCR,0.20769228276604976
ADM<->TG,ADM,TG,0.207613391650942
GFAP<->MYC,GFAP,MYC,0.2073480098934021
FEV<->TERT,FEV,TERT,0.20722653655809903
MCC<->MTR,MCC,MTR,0.20674124916436995
CELL<->JK,CELL,JK,0.20667157810183204
AE<->VH,AE,VH,0.20642082566175743
BAD<->CF,BAD,CF,0.20636724069401038
AID<->AR,AID,AR,0.2062815884195614
JK<->PURG,JK,PURG,0.2062121302450976
NET<->SYT,NET,SYT,0.20610462148854944
ADC<->SET,ADC,SET,0.20610018394415483
ERG<->TNF,ERG,TNF,0.20607284802789982
AE<->POLE,AE,POLE,0.20601691721716597
KIT<->MHC,KIT,MHC,0.20600945435975906
FKHR<->KERATIN,FKHR,KERATIN,0.20584095668623406
FEV<->ZA,FEV,ZA,0.20539215884237164
ELL<->OAT,ELL,OAT,0.20515222569109637
ARCH<->END,ARCH,END,0.20501353395395416
BCOR<->ERG,BCOR,ERG,0.204949245677736
COPE<->NGF,COPE,NGF,0.20478869378021392
TAT<->TNF,TAT,TNF,0.20427577989467
CBL<->KIZ,CBL,KIZ,0.2041455036102281
MCC<->WIRE,MCC,WIRE,0.2040570907304743
PK<->SON,PK,SON,0.2039858451059039
MIP<->TCR,MIP,TCR,0.20390324072019156
EMB<->WIRE,EMB,WIRE,0.2037942549907241
COIL<->JUN,COIL,JUN,0.20347611618421355
SA<->SYT,SA,SYT,0.20307746584269334
POLE<->TYR,POLE,TYR,0.20304395716328
GFAP<->NSF,GFAP,NSF,0.20298543170232117
FEV<->VH,FEV,VH,0.20289953394064497
GAL<->KERATIN,GAL,KERATIN,0.20261575466761828
TAT<->VEGFB,TAT,VEGFB,0.20257013766841028
ARCH<->SI,ARCH,SI,0.20252190765887235
KIN<->MLL,KIN,MLL,0.2025129926456155
AR<->STAC,AR,STAC,0.20249155863242588
MTR<->XIAP,MTR,XIAP,0.20223833244418668
HF<->POLE,HF,POLE,0.20214436676537972
NGF<->WASH,NGF,WASH,0.20203135050520815
CAT<->MIP,CAT,MIP,0.20198088462726344
JUN<->REST,JUN,REST,0.20193482549282527
MSC<->SRC,MSC,SRC,0.20183772889145407
REL<->WASH,REL,WASH,0.20178738637177923
IGH<->XG,IGH,XG,0.20171472438102836
END<->SI,END,SI,0.20159879472093178
CAST<->MTR,CAST,MTR,0.201575894072474
ERG<->OSM,ERG,OSM,0.20149153514924042
BCR<->UNKNOWN,BCR,UNKNOWN,0.20128287306471776
CF<->REL,CF,REL,0.20122558183996983
BLM<->HNRNPK,BLM,HNRNPK,0.2011543906864565
CIC<->RD,CIC,RD,0.20108252351634381
REST<->VEGF,REST,VEGF,0.20094003325744575
BF<->SYT,BF,SYT,0.20076163315672094
BAD<->S,BAD,S,0.200613772857163
BID<->SSB,BID,SSB,0.20049175385185852
PC<->SPIN,PC,SPIN,0.20048867328998982
AE<->HLA,AE,HLA,0.20036433739188864
SCD<->TNF,SCD,TNF,0.20036231302525656
BLM<->HEEL,BLM,HEEL,0.20031051602586514
SI<->VEGF,SI,VEGF,0.20013489409709348
BID<->MUCIN,BID,MUCIN,0.20013146419719052
CS<->CW,CS,CW,0.2000853078268664
HF<->REST,HF,REST,0.20007738693364455
CP<->REN,CP,REN,0.20001624709955934
ALK<->BLM,ALK,BLM,0.2000017464256082
CBL<->POLI,CBL,POLI,0.19998564207145694
COPE<->GA,COPE,GA,0.1999154894314426
ACT<->REST,ACT,REST,0.19982519712000346
BCOR<->MSC,BCOR,MSC,0.19951393734895745
ARCH<->MCC,ARCH,MCC,0.19951022772807242
ACT<->SI,ACT,SI,0.19948016190885712
IGH<->TEC,IGH,TEC,0.19938978516888614
MCC<->SPIN,MCC,SPIN,0.19935983575133592
EMB<->MENT,EMB,MENT,0.19919624393125748
CAT<->WIRE,CAT,WIRE,0.19862749608261965
CBL<->LAR,CBL,LAR,0.19860117397323201
CISH<->JUN,CISH,JUN,0.19858041696812428
FEV<->GAL,FEV,GAL,0.1984959861912585
SET<->SPIN,SET,SPIN,0.19826139521539277
BCR<->COPE,BCR,COPE,0.1978710929270013
END<->UNKNOWN,END,UNKNOWN,0.19770254924384692
POLE<->SI,POLE,SI,0.19765248107748878
ELL<->KIN,ELL,KIN,0.19749808186694157
HNRNPK<->NET,HNRNPK,NET,0.19744034324921386
REL<->SPIN,REL,SPIN,0.19740025628329388
WASH<->XG,WASH,XG,0.19734089666003707
ADC<->ZA,ADC,ZA,0.19731961710228374
APP<->TCR,APP,TCR,0.19722918103946338
HLA<->TERT,HLA,TERT,0.19717825584930135
COIL<->MCC,COIL,MCC,0.19717411746206912
COPE<->SON,COPE,SON,0.1969806359396505
CW<->TH,CW,TH,0.19694142974678192
RD<->XIAP,RD,XIAP,0.19677560114997655
AR<->DO,AR,DO,0.1966967604718401
KIT<->PURG,KIT,PURG,0.19659653455375342
CISH<->WIRE,CISH,WIRE,0.1965629506973264
MCC<->MYC,MCC,MYC,0.19617238560370942
CISH<->HK,CISH,HK,0.19602874206188287
ESD<->GFAP,ESD,GFAP,0.1960073727963579
IMPACT<->SMN,IMPACT,SMN,0.19594994051287598
HK<->REST,HK,REST,0.19587057989194265
HNRNPK<->TAT,HNRNPK,TAT,0.19581619912871812
ET<->SET,ET,SET,0.19577139902345533
SNRNP<->STING,SNRNP,STING,0.19568743845576236
BCR<->S,BCR,S,0.1954909184337177
JUN<->VEGF,JUN,VEGF,0.19547738435498557
MB<->VEGF,MB,VEGF,0.19529954613443956
AR<->SET,AR,SET,0.19524408589588363
HEEL<->SCFV,HEEL,SCFV,0.1950135805207879
GFAP<->SON,GFAP,SON,0.19498755933704764
TERT<->VEGF,TERT,VEGF,0.19497160660001167
CELL<->VH,CELL,VH,0.19496183035481926
CBL<->CHP,CBL,CHP,0.1947709244530699
NANOG<->SCFV,NANOG,SCFV,0.19451281632708695
GFAP<->MCC,GFAP,MCC,0.19433514178233996
CF<->WHITE,CF,WHITE,0.19431451424988588
LAT<->PAP,LAT,PAP,0.19431277032712155
COIL<->SYT,COIL,SYT,0.19428564366541556
ALK<->MYCN,ALK,MYCN,0.1942788951614872
ADM<->END,ADM,END,0.19424404247391075
RD<->TYR,RD,TYR,0.19416230906405765
AE<->POL,AE,POL,0.19387763113219844
GAPDH<->TNF,GAPDH,TNF,0.1937927919253604
ADC<->NET,ADC,NET,0.19373359374455215
AE<->MVD,AE,MVD,0.1936715887646236
ESD<->HEEL,ESD,HEEL,0.19366222716111314
CW<->STAC,CW,STAC,0.19357375113805195
GFAP<->PTER,GFAP,PTER,0.19342448046351887
HF<->SET,HF,SET,0.19331104501998206
ASS<->HF,ASS,HF,0.19326160098758863
FEV<->HK,FEV,HK,0.19323842019053256
ET<->TNF,ET,TNF,0.19321534352199796
ERG<->HAT,ERG,HAT,0.19319389013187896
ERG<->TG,ERG,TG,0.19317251792101212
ACT<->VH,ACT,VH,0.19306191163674097
ADC<->PR,ADC,PR,0.19299273577980686
ER<->KERATIN,ER,KERATIN,0.19298891214174452
CW<->MB,CW,MB,0.1928849584930849
ELL<->PGF,ELL,PGF,0.19276854478308833
SSB<->STING,SSB,STING,0.19271573061258748
BCR<->IGH,BCR,IGH,0.1926978583378422
BCOR<->IGH,BCOR,IGH,0.19267404303149677
CIC<->HLA,CIC,HLA,0.19266627420167662
AID<->DF,AID,DF,0.1923785342124238
CS<->PURG,CS,PURG,0.19224504185847993
BAK<->CBL,BAK,CBL,0.19221161945703444
ELL<->GEM,ELL,GEM,0.1921400669616162
DO<->REST,DO,REST,0.19212428915615198
COPE<->PC,COPE,PC,0.19206413469752462
FTF<->MYCN,FTF,MYCN,0.1920623345985338
ACT<->TYR,ACT,TYR,0.19196579365138544
ELL<->GRAF,ELL,GRAF,0.191916189137396
SPIN<->XIAP,SPIN,XIAP,0.19189126850592697
SCD<->VEGFB,SCD,VEGFB,0.19168779926230078
MCC<->SET,MCC,SET,0.1916017236330183
ARC<->COIL,ARC,COIL,0.191555170861808
HLA<->SRC,HLA,SRC,0.19142138487598198
CELL<->UNKNOWN,CELL,UNKNOWN,0.19131334550274856
COIL<->MAX,COIL,MAX,0.19110396476867028
HK<->WASH,HK,WASH,0.1907513083175534
CAST<->PK,CAST,PK,0.19073843157504827
COPE<->TEC,COPE,TEC,0.19055471346507025
IMPACT<->MVD,IMPACT,MVD,0.19047091832497873
AR<->MB,AR,MB,0.19010912305210406
NET<->TNF,NET,TNF,0.1900603759921264
ADM<->REL,ADM,REL,0.19003249937561126
PC<->S,PC,S,0.18998343688023028
COIL<->SON,COIL,SON,0.189962969924205
BCOR<->RD,BCOR,RD,0.18974617353463472
CW<->VH,CW,VH,0.18971881964091508
COIL<->HK,COIL,HK,0.1896111925139828
MB<->REL,MB,REL,0.18959374511488805
FTF<->HTERT,FTF,HTERT,0.1895130674758752
MCC<->SI,MCC,SI,0.18914897000075154
OSM<->SA,OSM,SA,0.1890037745664839
IGH<->MCC,IGH,MCC,0.1889904198678905
END<->WASH,END,WASH,0.18891933089964197
ADC<->WIRE,ADC,WIRE,0.18889854621744762
OSM<->PURG,OSM,PURG,0.18889168863176323
HK<->VEGF,HK,VEGF,0.18869943171558132
ASS<->MVD,ASS,MVD,0.18869309813836174
ARC<->BAK,ARC,BAK,0.18868756444796075
HAT<->MCC,HAT,MCC,0.18863866537851226
