,e1,e2,intensity
ALPP<->BLM,ALPP,BLM,0.20932266532232668
EMB<->FAP,EMB,FAP,0.20927849577134616
ADO<->MVD,ADO,MVD,0.20918704880172784
PC<->TAT,PC,TAT,0.20889667807246393
GRP<->PROC,GRP,PROC,0.20870540586881164
ACT<->UNKNOWN,ACT,UNKNOWN,0.2086184906504169
GAL<->VEGF,GAL,VEGF,0.20838442125725526
AFM<->NET,AFM,NET,0.2079244500999863
ER<->UNKNOWN,ER,UNKNOWN,0.20743034540032101
AFP<->REL,AFP,REL,0.20730120863484447
MB<->TG,MB,TG,0.20698834783436262
PILOT<->PR,PILOT,PR,0.20685594429762733
MAX<->MET,MAX,MET,0.20663398332506774
BAK<->RAN,BAK,RAN,0.20628059624308312
PRO<->UNKNOWN,PRO,UNKNOWN,0.20626896126882288
ALPP<->EGFR,ALPP,EGFR,0.20610125648834543
AFP<->PC,AFP,PC,0.20598076288747802
KIT<->REST,KIT,REST,0.2054262549970863
BLM<->MB,BLM,MB,0.2052201397656041
CAT<->GAL,CAT,GAL,0.20511141564533206
PTEN<->PTH,PTEN,PTH,0.20494649730666714
GC<->RHO,GC,RHO,0.2048538788346013
ADO<->CP,ADO,CP,0.20420332881579814
ASS<->HAL,ASS,HAL,0.2041190509137425
PRL<->SCT,PRL,SCT,0.2036540178703164
MUCIN<->PILOT,MUCIN,PILOT,0.20363875621588368
CELL<->MB,CELL,MB,0.20336188993679682
MVD<->UNKNOWN,MVD,UNKNOWN,0.20309824564985407
ARCH<->CF,ARCH,CF,0.2022892000856917
PC<->TH,PC,TH,0.2022611152534356
BAK<->GRP,BAK,GRP,0.2020089712729452
AE<->REST,AE,REST,0.20175362234523736
CAT<->UNKNOWN,CAT,UNKNOWN,0.20161701933601914
APC<->TH,APC,TH,0.20148969623395463
MCC<->TYR,MCC,TYR,0.20145577814885424
ASS<->MVD,ASS,MVD,0.20119368914244082
HR<->UNKNOWN,HR,UNKNOWN,0.20067739810617208
GTT<->TAT,GTT,TAT,0.20058093145392358
BAD<->SET,BAD,SET,0.20056143366897092
BLM<->PRO,BLM,PRO,0.20049827887978802
AFM<->RD,AFM,RD,0.20048859348922107
ADO<->MUCIN,ADO,MUCIN,0.20046838395254402
ADO<->RHO,ADO,RHO,0.199711149632388
END<->UNKNOWN,END,UNKNOWN,0.19922544599834366
CP<->PRL,CP,PRL,0.1989955643375874
ARCH<->RIG,ARCH,RIG,0.19890380479549746
FAP<->IMPACT,FAP,IMPACT,0.1988905834379294
BAD<->UNKNOWN,BAD,UNKNOWN,0.1986861813088636
BLM<->ER,BLM,ER,0.19867689542606948
IMPACT<->S,IMPACT,S,0.1985821142751531
HDC<->NET,HDC,NET,0.1982341156673142
KIT<->MUCIN,KIT,MUCIN,0.19797563419984288
ALPP<->MHC,ALPP,MHC,0.19786296325592648
CAT<->DO,CAT,DO,0.19769969644954374
LAT<->MUCIN,LAT,MUCIN,0.1969278837725354
EGFR<->MUCIN,EGFR,MUCIN,0.19675196395782538
TAT<->UNKNOWN,TAT,UNKNOWN,0.19622311595978087
AFP<->HDC,AFP,HDC,0.19603708027041014
RD<->REST,RD,REST,0.19601938909592606
MUCIN<->NET,MUCIN,NET,0.1955476338996112
HAL<->LDLR,HAL,LDLR,0.195475014594222
MHC<->WHITE,MHC,WHITE,0.1953165559419738
AFM<->TH,AFM,TH,0.19510219267846832
ASS<->BAD,ASS,BAD,0.1949962540194994
PTER<->RD,PTER,RD,0.1949450299427507
DO<->FAP,DO,FAP,0.19476091243640228
AFP<->GTT,AFP,GTT,0.19461764157586434
TAT<->ZA,TAT,ZA,0.19451240580387494
ADO<->DO,ADO,DO,0.19411603458419285
CP<->RD,CP,RD,0.19384517249104136
HD<->SCT,HD,SCT,0.1934022209937405
COIL<->PRL,COIL,PRL,0.19328180757271635
EGFR<->GAL,EGFR,GAL,0.19256090606281723
TH<->ZA,TH,ZA,0.19224948499455607
MYC<->TH,MYC,TH,0.19221618718501202
GTT<->TH,GTT,TH,0.19197253008535645
VEGF<->ZA,VEGF,ZA,0.19175095561600977
ET<->GA,ET,GA,0.19173287733332395
AFP<->ASS,AFP,ASS,0.1916099438426713
GA<->REL,GA,REL,0.19146021437719363
MB<->PC,MB,PC,0.19141327548864315
PR<->REL,PR,REL,0.1912671814745705
ET<->GC,ET,GC,0.19113344004979885
APC<->WHITE,APC,WHITE,0.19109911249673592
LPO<->POLI,LPO,POLI,0.19108502812685565
DDC<->MSC,DDC,MSC,0.19052126548226472
LDLR<->PR,LDLR,PR,0.1901679451984007
CEL<->MET,CEL,MET,0.19006741732477353
AE<->ALPP,AE,ALPP,0.19006208972426974
MAX<->PDC,MAX,PDC,0.18993849168650295
AID<->ER,AID,ER,0.18992910686827327
HDC<->RHO,HDC,RHO,0.18961927338508286
KERATIN<->PR,KERATIN,PR,0.1893597993469681
AFP<->ZA,AFP,ZA,0.1892738908887174
AID<->PRO,AID,PRO,0.18923907110712399
MHC<->PRL,MHC,PRL,0.18889365189052423
FAP<->SET,FAP,SET,0.18887640156639196
END<->HDC,END,HDC,0.18859374473639653
IMPACT<->MET,IMPACT,MET,0.1885040472512698
EMB<->RHO,EMB,RHO,0.18730234827883957
FAP<->NET,FAP,NET,0.18711838317703308
EMB<->MUCIN,EMB,MUCIN,0.18710794679510714
GRP<->JUN,GRP,JUN,0.1869624296442538
AFM<->AR,AFM,AR,0.18690043300407835
MYC<->NET,MYC,NET,0.18671133687990762
ER<->MET,ER,MET,0.18654970531263892
AFP<->GAL,AFP,GAL,0.18640910871210908
HD<->MB,HD,MB,0.18635955694125753
MET<->PRO,MET,PRO,0.18616375537262475
FAP<->KERATIN,FAP,KERATIN,0.18611603461634427
ABO<->MCC,ABO,MCC,0.18575838499334496
AE<->BAD,AE,BAD,0.18573300038862744
CAT<->PC,CAT,PC,0.18543644867327896
HAL<->REL,HAL,REL,0.18532432233198007
END<->MVD,END,MVD,0.18495617303779419
DF<->MHC,DF,MHC,0.18435230428252197
MCC<->PROC,MCC,PROC,0.1842207002897999
ALPP<->GC,ALPP,GC,0.18416476089793168
PR<->S,PR,S,0.1841467236381483
ALPP<->GAL,ALPP,GAL,0.1840886996270083
JUN<->PTER,JUN,PTER,0.1838721996620183
MYC<->RD,MYC,RD,0.1838177226330851
EGFR<->PDC,EGFR,PDC,0.18347226071428144
BLM<->TG,BLM,TG,0.18273065017486909
PR<->PRL,PR,PRL,0.18258258157035062
DO<->ER,DO,ER,0.18251433713891815
DO<->TG,DO,TG,0.1817435134139842
AFM<->PILOT,AFM,PILOT,0.1817363305372084
MAX<->REST,MAX,REST,0.18165891861133998
GTT<->MB,GTT,MB,0.18118535754315593
BAD<->REL,BAD,REL,0.1811421533467517
AE<->PDC,AE,PDC,0.1808988350807312
KERATIN<->MUCIN,KERATIN,MUCIN,0.18039256933374592
HAL<->HD,HAL,HD,0.1803381719175807
ASS<->PR,ASS,PR,0.1802136973725448
ARCH<->POLI,ARCH,POLI,0.17981967313018035
ARCH<->ERG,ARCH,ERG,0.17968271842572583
ALPP<->UNKNOWN,ALPP,UNKNOWN,0.1795448908448397
DO<->MUCIN,DO,MUCIN,0.1792491447349447
MVD<->PRO,MVD,PRO,0.1779633357127591
MAX<->PR,MAX,PR,0.17759776358012722
ALPP<->HR,ALPP,HR,0.17674368671690774
BAD<->ER,BAD,ER,0.17673442427000563
BAD<->MAX,BAD,MAX,0.17672954464451518
ER<->MVD,ER,MVD,0.17663641388053777
HDC<->SET,HDC,SET,0.17651837449427696
LDLR<->TAT,LDLR,TAT,0.1764229826944411
AID<->LDLR,AID,LDLR,0.17641617946279756
HDC<->IMPACT,HDC,IMPACT,0.17635818428346725
MSC<->PTH,MSC,PTH,0.17634478683678967
APC<->DF,APC,DF,0.17624348881176927
LAT<->REST,LAT,REST,0.1759311892898147
BAD<->PRO,BAD,PRO,0.17573170773333582
CAT<->GTT,CAT,GTT,0.17564631831477387
AID<->RHO,AID,RHO,0.17551085403301953
GC<->PC,GC,PC,0.17547003459561678
AE<->MUT,AE,MUT,0.17540269629840075
MB<->ZA,MB,ZA,0.17515493307544122
AR<->MET,AR,MET,0.17512378759170233
GA<->RHO,GA,RHO,0.17484299098451664
ALPP<->RHO,ALPP,RHO,0.1746012867166215
GC<->HLA,GC,HLA,0.1745026451068668
ARCH<->RELA,ARCH,RELA,0.17449396615963322
MAX<->MUT,MAX,MUT,0.1744017032829504
APC<->HDC,APC,HDC,0.17429464631030278
EGFR<->MET,EGFR,MET,0.1741423459217318
CAT<->ZA,CAT,ZA,0.17403330499504788
FAP<->KIT,FAP,KIT,0.17389370937727347
GAL<->GC,GAL,GC,0.17347081123275215
DO<->PRO,DO,PRO,0.17342860024749587
EBP<->MSC,EBP,MSC,0.1732528305382693
COIL<->HD,COIL,HD,0.17317845540570131
CP<->ER,CP,ER,0.1731672312294854
CP<->HR,CP,HR,0.17265096950554804
ASS<->FAP,ASS,FAP,0.1725082217461826
ALPP<->AR,ALPP,AR,0.17220342122877297
DF<->PC,DF,PC,0.17211540205976472
ET<->TAT,ET,TAT,0.17211487194183672
ABO<->GRP,ABO,GRP,0.1719564448158211
CP<->PRO,CP,PRO,0.17144123609759493
BLM<->EMB,BLM,EMB,0.17118434110074915
HAL<->PR,HAL,PR,0.17081712416652933
HAL<->SET,HAL,SET,0.1703173333875062
HLA<->TAT,HLA,TAT,0.17021591733265104
POL<->UNKNOWN,POL,UNKNOWN,0.16997907132705606
FH<->GRP,FH,GRP,0.1698381335891907
CEL<->PR,CEL,PR,0.16958712657182684
GA<->HLA,GA,HLA,0.16934055134429
AID<->GAL,AID,GAL,0.16905440643444894
GTT<->VEGF,GTT,VEGF,0.16901086872832688
MSC<->SA,MSC,SA,0.16883162993138043
APC<->DO,APC,DO,0.1687926542871988
TG<->UNKNOWN,TG,UNKNOWN,0.16803998043192991
ASS<->S,ASS,S,0.1676734149241512
ADO<->GAL,ADO,GAL,0.16746943824933935
PRO<->RHO,PRO,RHO,0.16713042524612642
AID<->CELL,AID,CELL,0.16694508893916327
HD<->VEGF,HD,VEGF,0.16690730521373828
AFM<->DF,AFM,DF,0.16687132633713797
HDC<->KIT,HDC,KIT,0.16678125913708217
AFM<->KERATIN,AFM,KERATIN,0.16645016106372199
DF<->ZA,DF,ZA,0.16642605643521854
MAF<->RD,MAF,RD,0.16624536369057835
GC<->GTT,GC,GTT,0.16614445103861236
AR<->MYC,AR,MYC,0.1655063352271709
ACT<->BLM,ACT,BLM,0.16534198669931316
MB<->RHO,MB,RHO,0.1652556587787878
FAP<->TAT,FAP,TAT,0.16523466572918907
MUCIN<->PRO,MUCIN,PRO,0.16521608907813407
DF<->MYC,DF,MYC,0.1646034953752457
RHO<->VEGF,RHO,VEGF,0.16450633185439376
ER<->MUCIN,ER,MUCIN,0.1643872884400146
ER<->RHO,ER,RHO,0.1643052142360809
ARCH<->MSC,ARCH,MSC,0.16418150910280102
FAP<->LAT,FAP,LAT,0.16390826697018882
GA<->SET,GA,SET,0.1638847931761644
MET<->TG,MET,TG,0.16373410836958016
MYC<->PILOT,MYC,PILOT,0.1636697583990369
ALPP<->MAX,ALPP,MAX,0.16363252097931458
GC<->ZA,GC,ZA,0.16277500715750132
PC<->VEGF,PC,VEGF,0.16277223693870324
AFP<->SET,AFP,SET,0.16273165921976462
DF<->GTT,DF,GTT,0.16249674565543704
BAD<->CEL,BAD,CEL,0.16249316007301165
BAK<->MCC,BAK,MCC,0.16231148534085646
CAT<->ET,CAT,ET,0.1620041505865708
HR<->PR,HR,PR,0.16194678569614807
DO<->POL,DO,POL,0.16188064088844298
MET<->UNKNOWN,MET,UNKNOWN,0.16186325594126838
MYC<->WHITE,MYC,WHITE,0.16169480180116252
ACT<->AID,ACT,AID,0.16142382665375446
ALPP<->EMB,ALPP,EMB,0.16059009535247715
BAD<->EGFR,BAD,EGFR,0.16015569487797574
MSC<->TFAM,MSC,TFAM,0.16015083089126267
LDLR<->SCT,LDLR,SCT,0.1600799869938479
MVD<->TG,MVD,TG,0.15996483062955072
POLI<->PTH,POLI,PTH,0.15985050207849683
ALPP<->POL,ALPP,POL,0.1598156267396139
HAL<->PRL,HAL,PRL,0.15933864549958215
HDC<->MHC,HDC,MHC,0.1592955796246195
CAT<->FAP,CAT,FAP,0.1591953426413774
COIL<->CRH,COIL,CRH,0.15906826447588907
FAP<->REL,FAP,REL,0.15904429398959263
EBP<->POLI,EBP,POLI,0.15902420200295903
LPO<->MSC,LPO,MSC,0.15853192888105627
DO<->TAT,DO,TAT,0.15831608731174554
ARCH<->PTEN,ARCH,PTEN,0.15814458171323323
AID<->TG,AID,TG,0.1579741290666849
CAT<->HLA,CAT,HLA,0.15794393323278322
APC<->HD,APC,HD,0.15789206522556812
JUN<->REST,JUN,REST,0.1578364067397607
AFM<->WHITE,AFM,WHITE,0.15780721255191807
HR<->MVD,HR,MVD,0.15743394609377553
REL<->S,REL,S,0.1573998988257704
MET<->SET,MET,SET,0.1572063035032462
HGF<->MAX,HGF,MAX,0.15696508373713772
HGF<->UNKNOWN,HGF,UNKNOWN,0.15690192193088096
FAP<->UNKNOWN,FAP,UNKNOWN,0.15573433004910534
GA<->PC,GA,PC,0.15558327651478135
BLM<->TH,BLM,TH,0.15553180805576228
RD<->TH,RD,TH,0.15538909388679473
AE<->MVD,AE,MVD,0.15522982831695792
BAD<->END,BAD,END,0.15519829377087804
AFM<->DO,AFM,DO,0.15512705574073996
END<->FAP,END,FAP,0.15491030987892196
GC<->IMPACT,GC,IMPACT,0.1547911643263594
POL<->TH,POL,TH,0.15476271377717385
DO<->ET,DO,ET,0.1545672432080986
AR<->BAD,AR,BAD,0.15434417839253298
MET<->PILOT,MET,PILOT,0.153901080460453
PC<->WHITE,PC,WHITE,0.1537517938462153
ASS<->MET,ASS,MET,0.15341463807287992
HDC<->REL,HDC,REL,0.15331901864914207
GA<->HDC,GA,HDC,0.1532234817334089
JUN<->MCC,JUN,MCC,0.15314335170845922
RHO<->TG,RHO,TG,0.15310866459600023
EGFR<->RHO,EGFR,RHO,0.1529272579998268
ACT<->MET,ACT,MET,0.15214828698481278
AFP<->LDLR,AFP,LDLR,0.15202583080011775
ALPP<->CEL,ALPP,CEL,0.1519491227780438
NET<->PR,NET,PR,0.15192525064388057
GAL<->MB,GAL,MB,0.15167709212100927
AFM<->CELL,AFM,CELL,0.15157263654786735
CELL<->MYC,CELL,MYC,0.15148360663763946
IMPACT<->MUCIN,IMPACT,MUCIN,0.1513228160827322
CAT<->LDLR,CAT,LDLR,0.15111385902384594
MET<->REL,MET,REL,0.15093359524564293
BAD<->TG,BAD,TG,0.15092065800742493
COIL<->LDLR,COIL,LDLR,0.1508860020491923
CP<->TG,CP,TG,0.15068189877309177
ADO<->PC,ADO,PC,0.1503442927167831
MCC<->RAN,MCC,RAN,0.1498977217431236
AE<->HGF,AE,HGF,0.14981843555898633
SCT<->ZA,SCT,ZA,0.1498116581293126
CRH<->SCT,CRH,SCT,0.14965601136718523
ACT<->DO,ACT,DO,0.14963776928479874
KERATIN<->MYC,KERATIN,MYC,0.1494812570450887
EMB<->MET,EMB,MET,0.1493827380783309
GA<->GTT,GA,GTT,0.14905069608410346
LAT<->MET,LAT,MET,0.14846548460908573
ALPP<->PILOT,ALPP,PILOT,0.148256534487926
MUT<->RD,MUT,RD,0.14806623848649733
CEL<->HGF,CEL,HGF,0.14791991768538496
GA<->GAL,GA,GAL,0.14788553483104727
KIT<->MET,KIT,MET,0.14741239437876247
EGFR<->MVD,EGFR,MVD,0.14702222516094574
BLM<->EGFR,BLM,EGFR,0.14679144256476714
RD<->S,RD,S,0.1465588849027171
S<->SET,S,SET,0.14641479906170043
ACT<->BAD,ACT,BAD,0.1462004727450396
MAX<->MVD,MAX,MVD,0.14610134693235932
MET<->NET,MET,NET,0.1460866479081272
GTT<->WHITE,GTT,WHITE,0.14585493294176094
EGF<->KERATIN,EGF,KERATIN,0.145834716911643
HGF<->PR,HGF,PR,0.1455788448981345
DF<->RD,DF,RD,0.14495430301983717
ADO<->GTT,ADO,GTT,0.1446559574571229
ACT<->MVD,ACT,MVD,0.14464210289004906
HDC<->LAT,HDC,LAT,0.14411952689939553
ASS<->HDC,ASS,HDC,0.14398563554015245
WHITE<->ZA,WHITE,ZA,0.14377710820826312
HGF<->RD,HGF,RD,0.14352508984304338
PRL<->TAT,PRL,TAT,0.14324450997951646
AID<->PRL,AID,PRL,0.1431645945848193
PRL<->PTER,PRL,PTER,0.1428122308030707
ACT<->CP,ACT,CP,0.14274812367328518
APC<->MAX,APC,MAX,0.1425350940616658
CRH<->VEGF,CRH,VEGF,0.14227947223225695
LDLR<->TH,LDLR,TH,0.14214729765620915
MUCIN<->TG,MUCIN,TG,0.1421324372912793
AFM<->EMB,AFM,EMB,0.14193971023348614
GA<->ZA,GA,ZA,0.1417354536389996
AID<->RD,AID,RD,0.14155050897759794
CAT<->TH,CAT,TH,0.14151949115257711
GAL<->PRO,GAL,PRO,0.14070103645689758
EGF<->EMB,EGF,EMB,0.14020668785752746
AFP<->HD,AFP,HD,0.14019501587972605
AFP<->PR,AFP,PR,0.1400103997289068
DO<->MYC,DO,MYC,0.13984663761286242
POL<->WHITE,POL,WHITE,0.13977640263548372
MAX<->POL,MAX,POL,0.13977608247766063
COIL<->ZA,COIL,ZA,0.1395620786801
ADO<->ZA,ADO,ZA,0.13930946892030124
ACT<->RHO,ACT,RHO,0.13910436879711194
AFM<->PR,AFM,PR,0.13844042319012295
CAT<->WHITE,CAT,WHITE,0.13829162481172405
GC<->REL,GC,REL,0.13824669418824517
ER<->GAL,ER,GAL,0.13797725039382527
ADO<->FAP,ADO,FAP,0.13791671073468675
LDLR<->MB,LDLR,MB,0.13760902726771979
EGF<->PILOT,EGF,PILOT,0.13743712076743042
HDC<->POL,HDC,POL,0.13735057016524002
CELL<->CP,CELL,CP,0.1371275228014207
MUCIN<->UNKNOWN,MUCIN,UNKNOWN,0.13711088475939637
GC<->HDC,GC,HDC,0.1363853961415347
KERATIN<->MET,KERATIN,MET,0.13637682920184438
CEL<->MVD,CEL,MVD,0.13618311209697243
CELL<->MVD,CELL,MVD,0.13566578766236706
ACT<->MUCIN,ACT,MUCIN,0.13544461494047685
BAD<->PILOT,BAD,PILOT,0.13508451645615105
DF<->POL,DF,POL,0.1347218538752483
BAD<->EMB,BAD,EMB,0.13445656759166194
MAF<->PRL,MAF,PRL,0.1343811651787867
DO<->HLA,DO,HLA,0.13423957312410614
GC<->LDLR,GC,LDLR,0.13412941200809753
GTT<->SCT,GTT,SCT,0.13369338961186833
AE<->CP,AE,CP,0.13365920744302723
ADO<->ET,ADO,ET,0.13364879676000962
CREM<->GRP,CREM,GRP,0.1333549867318153
ALPP<->KERATIN,ALPP,KERATIN,0.13314794723038795
MAX<->S,MAX,S,0.13269989878458588
ASS<->GC,ASS,GC,0.1326147693746324
MYC<->PR,MYC,PR,0.13233475201572795
IMPACT<->MHC,IMPACT,MHC,0.1322184738171709
BLM<->DF,BLM,DF,0.1318430353503097
MUCIN<->SET,MUCIN,SET,0.1313922565068673
APC<->CEL,APC,CEL,0.13124460490849751
GAL<->PR,GAL,PR,0.1311988717822429
BLM<->PR,BLM,PR,0.13100255415272916
ADO<->TH,ADO,TH,0.13096314383348706
CAT<->DF,CAT,DF,0.13077226035903483
DO<->HD,DO,HD,0.13045851188883306
CEL<->POL,CEL,POL,0.13042566097399097
AFP<->HR,AFP,HR,0.13033336087570913
HD<->POL,HD,POL,0.13022972312381914
PDC<->RD,PDC,RD,0.13007153514297173
LAT<->POL,LAT,POL,0.12993057634652633
AR<->MVD,AR,MVD,0.1298421198983043
EGF<->NET,EGF,NET,0.12980262107619675
CP<->EGFR,CP,EGFR,0.1295630929662846
HD<->MHC,HD,MHC,0.12952997537316752
GAL<->TG,GAL,TG,0.12947419949569405
HGF<->LAT,HGF,LAT,0.12920171120840265
END<->MET,END,MET,0.12912212612750332
ASS<->MUCIN,ASS,MUCIN,0.12911565202386655
PC<->SCT,PC,SCT,0.12905661680960392
EGF<->KIT,EGF,KIT,0.12899675514463632
ADO<->WHITE,ADO,WHITE,0.12886840056448015
ADO<->HLA,ADO,HLA,0.12846796795906482
AE<->S,AE,S,0.1284602999615857
AFM<->EGFR,AFM,EGFR,0.12811641815204283
AE<->APC,AE,APC,0.1274816686198242
HGF<->IMPACT,HGF,IMPACT,0.12747751022613518
EGF<->LAT,EGF,LAT,0.1274176381647793
PRL<->TH,PRL,TH,0.1273909046003205
EMB<->MYC,EMB,MYC,0.12711931530475942
CAT<->PRL,CAT,PRL,0.12686629706248506
MSC<->NRF,MSC,NRF,0.126310081255433
APC<->IMPACT,APC,IMPACT,0.1260655835896542
BLM<->VEGF,BLM,VEGF,0.12606172016413736
GAL<->SCT,GAL,SCT,0.1259824069481134
APC<->LAT,APC,LAT,0.12596546701655048
BAD<->NET,BAD,NET,0.12579305389523557
ALPP<->NET,ALPP,NET,0.12566355280136068
BAD<->KIT,BAD,KIT,0.1256594192541842
ADO<->LDLR,ADO,LDLR,0.12556541439880708
GAL<->TH,GAL,TH,0.12556009657190675
TAT<->TH,TAT,TH,0.12555944197920818
BAD<->LAT,BAD,LAT,0.1254041772622726
AFP<->PRL,AFP,PRL,0.1253225303732314
CREM<->MCC,CREM,MCC,0.12527630798916026
HDC<->HR,HDC,HR,0.12524407394172146
CP<->MAX,CP,MAX,0.1251408080254893
BAD<->CELL,BAD,CELL,0.12491846547698282
KERATIN<->TFAM,KERATIN,TFAM,0.12455682859899767
MSC<->REN,MSC,REN,0.12401433546928037
RHO<->TH,RHO,TH,0.12377890429874928
BLM<->WHITE,BLM,WHITE,0.12365156504334818
COIL<->GTT,COIL,GTT,0.12351824806715428
CEL<->S,CEL,S,0.1226464817734579
PDC<->PRL,PDC,PRL,0.12259509537542972
CELL<->MET,CELL,MET,0.12255161890483857
PC<->PRO,PC,PRO,0.1224182787564547
ER<->PC,ER,PC,0.1223732025250045
MYC<->UNKNOWN,MYC,UNKNOWN,0.12234669112390219
HLA<->VEGF,HLA,VEGF,0.12229966474931886
AE<->POL,AE,POL,0.12150126634671422
HGF<->KIT,HGF,KIT,0.12107562870504723
KIT<->PR,KIT,PR,0.12092481744948441
COIL<->GAL,COIL,GAL,0.12059425416007148
BAD<->HR,BAD,HR,0.1205559779922985
TAT<->WHITE,TAT,WHITE,0.12032365319981338
HGF<->REL,HGF,REL,0.12025764616163073
DF<->LDLR,DF,LDLR,0.11997759721107808
BAD<->KERATIN,BAD,KERATIN,0.11978851961008836
ALPP<->CAT,ALPP,CAT,0.11953421249825459
COIL<->PC,COIL,PC,0.11934463985390141
HAL<->HR,HAL,HR,0.11923760296261876
GA<->LDLR,GA,LDLR,0.11916229629790705
ADO<->DF,ADO,DF,0.11876601799474336
CELL<->REL,CELL,REL,0.11805946390189401
JUN<->VEGF,JUN,VEGF,0.11786203533590649
EMB<->TFAM,EMB,TFAM,0.11772605554568588
PILOT<->TFAM,PILOT,TFAM,0.11757026237589457
RD<->WHITE,RD,WHITE,0.11734416473181983
ET<->IMPACT,ET,IMPACT,0.11728047898327257
ER<->GTT,ER,GTT,0.11723550797873457
KIT<->POL,KIT,POL,0.11711057536874563
GTT<->PRO,GTT,PRO,0.11674152087169525
ASS<->MHC,ASS,MHC,0.11669350514207989
ACT<->GAL,ACT,GAL,0.11665860020357015
HLA<->SCT,HLA,SCT,0.11650076243712235
ALPP<->TAT,ALPP,TAT,0.11645000723147898
END<->HD,END,HD,0.11642348547413381
CEL<->CP,CEL,CP,0.11628436213920591
PR<->RHO,PR,RHO,0.11623080559181999
GRP<->PDF,GRP,PDF,0.11618703722718993
MUCIN<->REL,MUCIN,REL,0.11608861131335671
GRP<->RAN,GRP,RAN,0.11596072973904009
AR<->EGF,AR,EGF,0.11579071781215904
FAP<->PRO,FAP,PRO,0.11576260370324595
EMB<->MVD,EMB,MVD,0.11562548449113205
CELL<->WHITE,CELL,WHITE,0.1155504759006823
APC<->RD,APC,RD,0.11554183384147147
APC<->ASS,APC,ASS,0.11551257708378833
PRO<->ZA,PRO,ZA,0.11531747270271145
EGFR<->MYC,EGFR,MYC,0.1152725747400845
ER<->FAP,ER,FAP,0.11507307016458601
APC<->KIT,APC,KIT,0.11498835414660845
END<->HAL,END,HAL,0.11498768997295203
LAT<->TFAM,LAT,TFAM,0.11497785328084884
ER<->ZA,ER,ZA,0.11472823744442438
KIT<->TFAM,KIT,TFAM,0.11466870811807156
GA<->HR,GA,HR,0.11432983124809967
CELL<->IMPACT,CELL,IMPACT,0.11424239784547673
AFM<->UNKNOWN,AFM,UNKNOWN,0.11381701729562163
NET<->TFAM,NET,TFAM,0.11373258210103522
MB<->PRL,MB,PRL,0.11344150388358153
ER<->TH,ER,TH,0.11343514183552258
ER<->WHITE,ER,WHITE,0.1129835364593304
AR<->CP,AR,CP,0.11298094611874081
MVD<->PILOT,MVD,PILOT,0.11289479637828495
BLM<->CELL,BLM,CELL,0.11252974459552365
PRL<->REST,PRL,REST,0.11233529052803708
PRO<->WHITE,PRO,WHITE,0.11228620798902329
GC<->PRL,GC,PRL,0.1122348010826027
DF<->TAT,DF,TAT,0.11218276548236499
APC<->PR,APC,PR,0.11218244148314203
GA<->PR,GA,PR,0.11215470489027242
EGFR<->TH,EGFR,TH,0.11190066018257228
ALPP<->KIT,ALPP,KIT,0.11180037433966875
DF<->PRL,DF,PRL,0.11179579926785728
PR<->SCT,PR,SCT,0.11173053554499628
HGF<->NET,HGF,NET,0.11144039397050802
PC<->TG,PC,TG,0.1113402714726205
EGF<->MSC,EGF,MSC,0.1113229074372911
PRO<->TH,PRO,TH,0.11124399457011327
ET<->PRO,ET,PRO,0.11074369859333906
ER<->ET,ER,ET,0.1104958284902632
AR<->HGF,AR,HGF,0.11023056648937303
BLM<->DO,BLM,DO,0.10984639342179761
ET<->VEGF,ET,VEGF,0.10973367359896528
KERATIN<->SA,KERATIN,SA,0.10935268232147141
ADO<->ALPP,ADO,ALPP,0.1092548639043602
LDLR<->PTER,LDLR,PTER,0.10912460234670412
MAX<->MHC,MAX,MHC,0.1087664842769494
MUT<->PRL,MUT,PRL,0.10868034824180572
FAP<->HR,FAP,HR,0.1084954834336356
ET<->SET,ET,SET,0.1083306725744952
AFP<->END,AFP,END,0.10830923652168355
LDLR<->WHITE,LDLR,WHITE,0.1083013886064269
HAL<->RD,HAL,RD,0.10822170675841859
PR<->UNKNOWN,PR,UNKNOWN,0.10818970744757761
HDC<->SCT,HDC,SCT,0.10818178002002987
HD<->SET,HD,SET,0.10780290941022062
CELL<->TH,CELL,TH,0.10759524863739371
HD<->REST,HD,REST,0.10757610977531117
CELL<->DF,CELL,DF,0.10748126488745016
ET<->SCT,ET,SCT,0.10720437071230127
DF<->EGFR,DF,EGFR,0.1069374708886208
ASS<->CELL,ASS,CELL,0.10683591646593175
DF<->GAL,DF,GAL,0.1062094287757957
TG<->ZA,TG,ZA,0.10617948261652711
HLA<->PRO,HLA,PRO,0.10590322976769645
CEL<->EGF,CEL,EGF,0.10585888695660849
EMB<->SA,EMB,SA,0.1058251518619943
GTT<->TG,GTT,TG,0.10560590990041768
ER<->HLA,ER,HLA,0.10557262818109389
MHC<->REL,MHC,REL,0.1054653784394194
LAT<->S,LAT,S,0.10543025193363993
MB<->RD,MB,RD,0.1048834003734146
DF<->RHO,DF,RHO,0.10467866177018581
DF<->ER,DF,ER,0.10444810882802764
COIL<->HLA,COIL,HLA,0.10443668389637846
GC<->SET,GC,SET,0.10441634491583578
COIL<->JUN,COIL,JUN,0.10436485575030408
DO<->PC,DO,PC,0.1043463465844955
GA<->HD,GA,HD,0.10429877654744973
HD<->IMPACT,HD,IMPACT,0.10424638913965555
