,e1,e2,intensity
AR<->CP,AR,CP,0.4614530866957244
ET<->HK,ET,HK,0.46128121871528666
AR<->HR,AR,HR,0.4612786745632677
AE<->PTER,AE,PTER,0.4609888593852474
CPE<->GAG,CPE,GAG,0.460946167548842
DBT<->HTERT,DBT,HTERT,0.46083574035641794
ET<->MYCN,ET,MYCN,0.4607847679726215
CF<->PAP,CF,PAP,0.46051226536812795
HGF<->OAT,HGF,OAT,0.4603417682476889
HUD<->KIT,HUD,KIT,0.45977085016273256
CW<->KIT,CW,KIT,0.45948698365286406
DBT<->UCN,DBT,UCN,0.45935649133507517
MPI<->SPIN,MPI,SPIN,0.45887117282254625
ET<->HLA,ET,HLA,0.45877042575483434
FEV<->HCR,FEV,HCR,0.458595971978128
GGT<->HTERT,GGT,HTERT,0.45853776950955744
RHO<->SHH,RHO,SHH,0.458380724087992
LUM<->PRL,LUM,PRL,0.4582782518960615
PTC<->SMO,PTC,SMO,0.45826595609315135
CBL<->KIT,CBL,KIT,0.45823162934719763
NGF<->SHH,NGF,SHH,0.4580807084553142
MMD<->OAT,MMD,OAT,0.45798618321654405
MET<->RHO,MET,RHO,0.4578738055575235
NET<->WASH,NET,WASH,0.4574910946450747
SON<->STAR,SON,STAR,0.4574305832043523
PCNA<->TERT,PCNA,TERT,0.4573210843173195
AGT<->SMO,AGT,SMO,0.4572535556829569
CHP<->PVR,CHP,PVR,0.4572416733394331
AE<->COIL,AE,COIL,0.45715958068240653
HCR<->HGF,HCR,HGF,0.4563566891943322
LUM<->NANOG,LUM,NANOG,0.45608265777222384
PCNA<->S,PCNA,S,0.4559016234823027
DAP<->TTK,DAP,TTK,0.4558967853984712
GAL<->NAPA,GAL,NAPA,0.4558276536548777
MGMT<->SPOP,MGMT,SPOP,0.4556076980979463
ATM<->CROP,ATM,CROP,0.4555663042075054
FEV<->SPOP,FEV,SPOP,0.4553626376593178
HAT<->NET,HAT,NET,0.4551858117552732
HUD<->SMO,HUD,SMO,0.4551717847623332
GPCR<->MSC,GPCR,MSC,0.455162363514081
CF<->NGFR,CF,NGFR,0.45506507520544354
IGH<->SCT,IGH,SCT,0.4550369930445061
CPE<->LUM,CPE,LUM,0.4549526644744382
ASL<->FLT,ASL,FLT,0.4547107211576913
OAT<->PRL,OAT,PRL,0.4545816608022896
ARCH<->VH,ARCH,VH,0.453958997569481
GCG<->NODAL,GCG,NODAL,0.45386759036127095
END<->PK,END,PK,0.45365054690295153
MVD<->RD,MVD,RD,0.4534600854447632
HAT<->PTCH,HAT,PTCH,0.45328955514087865
CAD<->STAR,CAD,STAR,0.4529622393584336
MYB<->POLE,MYB,POLE,0.4526548697900876
BAD<->CIC,BAD,CIC,0.45253041456207815
PAH<->WASH,PAH,WASH,0.45251779632254396
DBT<->SPOP,DBT,SPOP,0.45198488079323595
CELL<->HLA,CELL,HLA,0.45180308908874006
ABR<->REL,ABR,REL,0.4514775346187256
HGF<->IGH,HGF,IGH,0.451053734166019
MET<->PML,MET,PML,0.4510452396104995
NAPA<->PREB,NAPA,PREB,0.45086581289890226
TERT<->TG,TERT,TG,0.45064320340184477
CBL<->MVD,CBL,MVD,0.4506419784603238
HEEL<->HGF,HEEL,HGF,0.4506205314175502
COPE<->MPI,COPE,MPI,0.4505757595332189
GFAP<->PRO,GFAP,PRO,0.45054670710366795
DBT<->EPO,DBT,EPO,0.45021175692171106
APP<->POLI,APP,POLI,0.4499642922035284
MBP<->TRH,MBP,TRH,0.44979532683935675
GK<->PR,GK,PR,0.449765229969257
NET<->PCNA,NET,PCNA,0.44975965186919614
HAT<->TF,HAT,TF,0.44973322772913377
PTEN<->TYR,PTEN,TYR,0.44969475375620344
AFP<->INA,AFP,INA,0.44926699199426395
HEEL<->XK,HEEL,XK,0.44916155593948814
MLL<->RHOA,MLL,RHOA,0.4490299226816085
CAST<->GAL,CAST,GAL,0.4484195319422427
BAD<->TPA,BAD,TPA,0.4481347860505398
CHP<->COIL,CHP,COIL,0.4480671767490682
ASPN<->SPIN,ASPN,SPIN,0.44794785490664313
GA<->TCR,GA,TCR,0.4479014130331237
HR<->RD,HR,RD,0.4478078096838361
CELL<->EGF,CELL,EGF,0.44778951195742833
ER<->TERT,ER,TERT,0.44776736870990547
MLL<->RET,MLL,RET,0.44767932772796176
GGT<->HGF,GGT,HGF,0.44739519218732854
NET<->TERT,NET,TERT,0.44731207264997713
ACT<->CELL,ACT,CELL,0.44720505952576206
CCK<->PROLACTIN,CCK,PROLACTIN,0.44714117295547773
MSC<->PRO,MSC,PRO,0.44655143765674565
ASL<->PTER,ASL,PTER,0.44630324681394307
HK<->SST,HK,SST,0.4461767264590936
AFP<->LUM,AFP,LUM,0.44578986877312793
PCNA<->SA,PCNA,SA,0.4457357061564995
ET<->TCR,ET,TCR,0.44546299439694453
AGA<->ORF,AGA,ORF,0.4451872121040728
HTERT<->PURG,HTERT,PURG,0.4451850172793505
MVD<->TG,MVD,TG,0.44501349507955795
RHO<->TERT,RHO,TERT,0.445009756797699
HGF<->NANOG,HGF,NANOG,0.44459711641526684
HTERT<->LUM,HTERT,LUM,0.4443646206250866
CLOCK<->RHOA,CLOCK,RHOA,0.4443048840618353
AFP<->HTERT,AFP,HTERT,0.4442860698445566
GAL<->PTER,GAL,PTER,0.44419342570986986
KY<->OAT,KY,OAT,0.44411363369121803
ET<->PTC,ET,PTC,0.4440696458428792
GAG<->MMD,GAG,MMD,0.4440336652951648
CAD<->MTP,CAD,MTP,0.4439497281983609
RIG<->TNF,RIG,TNF,0.4437198822421642
GCA<->IGH,GCA,IGH,0.4433884421739879
DAP<->ORF,DAP,ORF,0.4433149381848872
ER<->TPA,ER,TPA,0.4432668304558772
HEEL<->POLE,HEEL,POLE,0.44315074346345135
BAX<->PCNA,BAX,PCNA,0.4431379167686254
CBL<->MAX,CBL,MAX,0.4429854730195651
CPE<->EPO,CPE,EPO,0.44267393430670066
ARC<->CAT,ARC,CAT,0.44266230501152076
CCK<->PC,CCK,PC,0.44244348170514325
ABR<->RD,ABR,RD,0.4424288008462636
BID<->IGHD,BID,IGHD,0.4422271424237797
PKM<->VEGF,PKM,VEGF,0.4419449506601277
S<->WASH,S,WASH,0.4418700405673214
ET<->KIT,ET,KIT,0.4417526970785414
PML<->TPA,PML,TPA,0.4414695104507794
BRAF<->KY,BRAF,KY,0.44143464765691887
TANK<->YWHAE,TANK,YWHAE,0.4411259029674364
CCK<->EGF,CCK,EGF,0.44104624247893026
CISH<->LUM,CISH,LUM,0.4410165462984251
FEV<->HTERT,FEV,HTERT,0.44075444537550534
INA<->NOV,INA,NOV,0.44027312239508687
GAL<->PAM,GAL,PAM,0.44007655558243675
LUM<->SPOP,LUM,SPOP,0.4400037475174071
PC<->SMO,PC,SMO,0.4399362094711711
PCNA<->SUFU,PCNA,SUFU,0.4399104855915937
KIT<->PROLACTIN,KIT,PROLACTIN,0.43973947447577394
MPI<->RIG,MPI,RIG,0.43963650804548465
EPO<->ORF,EPO,ORF,0.4396064126204676
GAG<->PALM,GAG,PALM,0.4395802016228704
DTL<->VEGF,DTL,VEGF,0.43940650080728916
IGM<->PAH,IGM,PAH,0.43934416773528184
CCK<->TG,CCK,TG,0.4392814080790402
GC<->MYCN,GC,MYCN,0.43923376146654375
NOV<->OAT,NOV,OAT,0.4390936450989627
CPM<->LAR,CPM,LAR,0.4390872569319066
CPM<->WIRE,CPM,WIRE,0.4388833750700892
HAT<->PROLACTIN,HAT,PROLACTIN,0.4386429153451553
MET<->PTCH,MET,PTCH,0.43843640686535934
KIT<->REST,KIT,REST,0.4383967396630005
ARC<->DO,ARC,DO,0.4382444034420625
DO<->GK,DO,GK,0.43814505872322856
APP<->SRI,APP,SRI,0.4381080477934185
GGT<->TTK,GGT,TTK,0.43776658636999094
MSC<->SI,MSC,SI,0.43760400240260644
OAT<->TANK,OAT,TANK,0.4375745560732865
CPE<->SCT,CPE,SCT,0.4369310516793646
CF<->CPM,CF,CPM,0.436887385229058
TF<->TG,TF,TG,0.43656731434643037
GA<->MAX,GA,MAX,0.4364573594271576
BF<->CAD,BF,CAD,0.43637230356395806
CIC<->SPIN,CIC,SPIN,0.4363596582400249
MHC<->TF,MHC,TF,0.43555792310308894
ATRX<->TYR,ATRX,TYR,0.43513879455469295
BID<->STAR,BID,STAR,0.4351132583472648
ABAT<->OAT,ABAT,OAT,0.43505755236776744
HTERT<->MGMT,HTERT,MGMT,0.4348978668054259
APC<->MVD,APC,MVD,0.43482305534116233
LAR<->STAR,LAR,STAR,0.4347501282044887
AGA<->SRM,AGA,SRM,0.43474395599417665
CF<->FER,CF,FER,0.4343608342971514
ATRX<->TRE,ATRX,TRE,0.43419992140307534
PTEN<->TRH,PTEN,TRH,0.43412900036255425
GGT<->IGH,GGT,IGH,0.43393989293844276
ER<->HAT,ER,HAT,0.43392584346368374
FEV<->UCN,FEV,UCN,0.4339211209117203
ARNT<->YWHAE,ARNT,YWHAE,0.4338548070704347
GDA<->TERT,GDA,TERT,0.4337875874721861
ARCH<->CAD,ARCH,CAD,0.4337808032706464
PURG<->SPOP,PURG,SPOP,0.4336048415526229
MPI<->TPA,MPI,TPA,0.4334324819280207
REL<->WHITE,REL,WHITE,0.43308087884503954
HAT<->PML,HAT,PML,0.432812096361876
ARC<->SMN,ARC,SMN,0.4328036071885303
TIE<->VEGF,TIE,VEGF,0.432710627059149
AGT<->GPCR,AGT,GPCR,0.4326869160201652
S<->SI,S,SI,0.4320995806500398
ACT<->SST,ACT,SST,0.4320877393919046
MVD<->PK,MVD,PK,0.4320501429115099
RHO<->TCR,RHO,TCR,0.43171095538737275
BSG<->RIG,BSG,RIG,0.431681904236714
ATM<->LIFR,ATM,LIFR,0.4316133540253776
NODAL<->SYT,NODAL,SYT,0.43154516972914553
MIP<->TYR,MIP,TYR,0.43149218792129734
CLOCK<->TTK,CLOCK,TTK,0.43136324768702033
AFP<->SPOP,AFP,SPOP,0.43134446439595364
BAK<->TYR,BAK,TYR,0.431148217383761
BID<->INSC,BID,INSC,0.4311022928896019
AFP<->XK,AFP,XK,0.43089403113201635
KIT<->TERT,KIT,TERT,0.43089283390074884
KERATIN<->MBP,KERATIN,MBP,0.43077013498328326
GFAP<->NGF,GFAP,NGF,0.43027301128224454
MYB<->XK,MYB,XK,0.4301692974061587
DBT<->RAGE,DBT,RAGE,0.43012218795499246
ARC<->CP,ARC,CP,0.4300995817150955
BAD<->PML,BAD,PML,0.429270164230781
ABR<->PK,ABR,PK,0.4289286891960747
GAG<->INA,GAG,INA,0.4286478397267361
GGT<->NANOG,GGT,NANOG,0.428493343097932
TF<->WASH,TF,WASH,0.42844003066362096
PCNA<->PROLACTIN,PCNA,PROLACTIN,0.42835136465136203
CIC<->S,CIC,S,0.4283446476575711
MLL<->MTOR,MLL,MTOR,0.4281247627141701
CAD<->TRH,CAD,TRH,0.42798757992644104
AE<->PREB,AE,PREB,0.4279351694263274
BAK<->TRH,BAK,TRH,0.4278694736667353
CISH<->GGT,CISH,GGT,0.42782357938042465
NGFR<->RIG,NGFR,RIG,0.4277909472806434
GGT<->LRP,GGT,LRP,0.4277728148170936
ARNT<->GAG,ARNT,GAG,0.4276630617452037
HGF<->UCN,HGF,UCN,0.4275236154461349
MBP<->PTER,MBP,PTER,0.42749695988817615
REST<->TF,REST,TF,0.4274080208290321
MET<->TERT,MET,TERT,0.4273717183921199
ORF<->TANK,ORF,TANK,0.4273618694308221
HCR<->LUM,HCR,LUM,0.42697244389487127
CBL<->CW,CBL,CW,0.42677003783491724
ATRX<->TNF,ATRX,TNF,0.4267374990695802
NODAL<->TRH,NODAL,TRH,0.42664275801604556
CF<->INSC,CF,INSC,0.42649488500483357
GAG<->HTERT,GAG,HTERT,0.4263862747021902
IGH<->MLL,IGH,MLL,0.4263389905903031
NODAL<->PZP,NODAL,PZP,0.42581435686123215
CS<->RIG,CS,RIG,0.4256092548263678
CBL<->CCK,CBL,CCK,0.42548817881703416
ABR<->GK,ABR,GK,0.4250666642844191
CPE<->GCA,CPE,GCA,0.42505916208976896
CAST<->GCG,CAST,GCG,0.4250496631720417
ARNT<->LUM,ARNT,LUM,0.4249266837079258
IMPACT<->REL,IMPACT,REL,0.4248020481313666
CPE<->KY,CPE,KY,0.4245940951550726
HLA<->TF,HLA,TF,0.424426343741982
ASPN<->CS,ASPN,CS,0.4243681576133003
CW<->MPI,CW,MPI,0.4243577562067646
GFAP<->MYC,GFAP,MYC,0.4243188593298327
SA<->TNF,SA,TNF,0.4241428762682259
CAT<->END,CAT,END,0.42406695291857943
AGT<->SST,AGT,SST,0.4240244697038451
CCK<->WASH,CCK,WASH,0.4239584226419652
END<->HR,END,HR,0.4237231604687592
CAT<->RD,CAT,RD,0.4237119660661557
CISH<->OAT,CISH,OAT,0.4234216090136283
MET<->REST,MET,REST,0.4233020430886655
CPE<->SRI,CPE,SRI,0.42322740999167047
GK<->HDC,GK,HDC,0.42264496661835343
BAD<->MET,BAD,MET,0.4224478200022202
CF<->TEC,CF,TEC,0.4224085163824186
CBL<->SI,CBL,SI,0.4222583796396127
RD<->REL,RD,REL,0.4221988242319563
ASS<->UNKNOWN,ASS,UNKNOWN,0.4221689163459297
PTER<->RIG,PTER,RIG,0.42190030633952186
END<->TH,END,TH,0.4215447673808233
GC<->PCNA,GC,PCNA,0.42146180066162015
DO<->PILOT,DO,PILOT,0.42099475539850884
BRAF<->PURG,BRAF,PURG,0.4208083416799307
BSG<->CAT,BSG,CAT,0.42074673986647493
ACT<->GFAP,ACT,GFAP,0.42017220078901885
ATRX<->PREB,ATRX,PREB,0.4200786247523944
INSC<->PREB,INSC,PREB,0.419806446079665
MYB<->TTK,MYB,TTK,0.4197682167949966
GAL<->SON,GAL,SON,0.4196914869882368
MYC<->REST,MYC,REST,0.4195474202057513
EGF<->KIT,EGF,KIT,0.41917025342759506
ET<->MSC,ET,MSC,0.4190500605501796
MMD<->MYB,MMD,MYB,0.4189124826534934
FEV<->PRL,FEV,PRL,0.4186765193803535
ATM<->NOV,ATM,NOV,0.4186741111704752
CISH<->YWHAE,CISH,YWHAE,0.41863506563080205
CBL<->TCR,CBL,TCR,0.41853319855135906
IGM<->MIP,IGM,MIP,0.4182840036189193
BAK<->PZP,BAK,PZP,0.4179466190523627
PR<->TH,PR,TH,0.4176826027165924
CW<->MYCN,CW,MYCN,0.41758161928228543
MET<->SHH,MET,SHH,0.41756902487763237
MHC<->TCR,MHC,TCR,0.4175569945665776
ET<->HAT,ET,HAT,0.41754778271965703
HAT<->PAH,HAT,PAH,0.4174707689960673
HGF<->PURG,HGF,PURG,0.417393054962463
SCT<->TANK,SCT,TANK,0.4172991506184335
GK<->RD,GK,RD,0.41728418139530965
INSC<->STRAP,INSC,STRAP,0.4172445168630642
CP<->PROLACTIN,CP,PROLACTIN,0.41688432895994726
DBT<->PALM,DBT,PALM,0.4167063846999685
GC<->HLA,GC,HLA,0.41656976272319124
APC<->GDA,APC,GDA,0.41636232641450494
ATM<->LRP,ATM,LRP,0.41635587795618845
CBL<->ET,CBL,ET,0.41634202657687913
ATM<->RET,ATM,RET,0.41624707774801256
ADC<->DF,ADC,DF,0.4158610533010936
CAD<->TIE,CAD,TIE,0.4156853897014071
GAG<->SPOP,GAG,SPOP,0.4154668672283631
MLL<->NANOG,MLL,NANOG,0.41526774295097574
SA<->TRE,SA,TRE,0.4150892082287202
CW<->MAX,CW,MAX,0.4146209512638997
HCR<->MLL,HCR,MLL,0.414516595419763
HDC<->SMN,HDC,SMN,0.41436527637417375
FLT<->INSC,FLT,INSC,0.41424552475869414
GC<->PTC,GC,PTC,0.41414953649065045
POLE<->RET,POLE,RET,0.41376096807875834
NANOG<->SCT,NANOG,SCT,0.41375554017172816
JUN<->NODAL,JUN,NODAL,0.41330410303624304
TRE<->VH,TRE,VH,0.41272788154333395
DAP<->LUM,DAP,LUM,0.41237371165219866
GFAP<->SMO,GFAP,SMO,0.41237095897793896
CAD<->COIL,CAD,COIL,0.41230731931125586
PAP<->TYR,PAP,TYR,0.41221311364402097
RHO<->TPA,RHO,TPA,0.41219854641670806
APC<->PROLACTIN,APC,PROLACTIN,0.4121947308982425
CPM<->GCG,CPM,GCG,0.4114923924730701
AGA<->HEEL,AGA,HEEL,0.41121201099103677
GGT<->SRM,GGT,SRM,0.4112057170642624
IGH<->PURG,IGH,PURG,0.41115111292623474
CS<->FER,CS,FER,0.41072914797225624
HUD<->MPI,HUD,MPI,0.4105183029637487
MB<->MYC,MB,MYC,0.4101788044779981
NVL<->SA,NVL,SA,0.410092266235981
MSC<->TERT,MSC,TERT,0.40986846968037594
BF<->TYR,BF,TYR,0.4096643439577116
GAPD<->RET,GAPD,RET,0.40966049292121615
OAT<->ORF,OAT,ORF,0.4094930571537682
ABAT<->POLE,ABAT,POLE,0.40942112661625213
PTCH<->SST,PTCH,SST,0.40932283198333497
BID<->PTER,BID,PTER,0.40888892543890015
AGT<->CELL,AGT,CELL,0.4088834588268652
GGT<->HCR,GGT,HCR,0.4088311924016964
COIL<->NAPA,COIL,NAPA,0.4087815311473566
GAG<->MYB,GAG,MYB,0.4086823634617223
ABAT<->SPOP,ABAT,SPOP,0.40861914239162467
GCA<->TANK,GCA,TANK,0.4084682281704531
AGT<->PTC,AGT,PTC,0.4084241374760828
CELL<->MYC,CELL,MYC,0.4081696633970962
NAPA<->TYR,NAPA,TYR,0.4081211105557545
MGMT<->RHOA,MGMT,RHOA,0.4080998992458919
CHP<->PTER,CHP,PTER,0.40807848410652264
ATRX<->PCNA,ATRX,PCNA,0.408013216765369
APC<->CP,APC,CP,0.407101826160646
GC<->GDA,GC,GDA,0.40684666537166014
PTCH<->SHH,PTCH,SHH,0.4067865046370394
ATM<->PRL,ATM,PRL,0.4065402176964215
PURG<->TANK,PURG,TANK,0.40635317572524365
MYC<->PTC,MYC,PTC,0.4061977627560678
KIT<->PC,KIT,PC,0.4059636003616656
AFP<->ORF,AFP,ORF,0.40579546874260236
EPO<->IGH,EPO,IGH,0.4053942956231511
CAT<->PK,CAT,PK,0.4053600768512609
CIC<->TERT,CIC,TERT,0.4051893034443519
MET<->TF,MET,TF,0.4051350812482518
PAH<->TCR,PAH,TCR,0.40512462261844123
KY<->RHOA,KY,RHOA,0.4049189316291465
CPM<->IGM,CPM,IGM,0.4043231220492661
PURG<->TTK,PURG,TTK,0.4042611074267243
KY<->XK,KY,XK,0.404130729350124
BF<->PREB,BF,PREB,0.40408592087236533
ABAT<->RET,ABAT,RET,0.4040691359100014
BID<->MIP,BID,MIP,0.40358606068026687
PAM<->PTER,PAM,PTER,0.40358194336065395
IGHD<->WIRE,IGHD,WIRE,0.4035321587898582
PR<->REL,PR,REL,0.40332215078832395
SI<->TG,SI,TG,0.40318685739618826
PTEN<->PZP,PTEN,PZP,0.4029552207797523
CAD<->PTER,CAD,PTER,0.40267653458552244
GCA<->NANOG,GCA,NANOG,0.4024240645050267
AID<->SMN,AID,SMN,0.4024155953557105
BRAF<->POLI,BRAF,POLI,0.40240143508741466
NET<->TNF,NET,TNF,0.4019123642645881
NODAL<->TIE,NODAL,TIE,0.4018798612110111
ARC<->PILOT,ARC,PILOT,0.40160269665883597
NGFR<->PVR,NGFR,PVR,0.4015290882070117
GPCR<->MYC,GPCR,MYC,0.40125690149614535
GGT<->MMD,GGT,MMD,0.40106468196005807
DO<->SMN,DO,SMN,0.4010373564966295
MLL<->TANK,MLL,TANK,0.4009182192836157
CW<->PAH,CW,PAH,0.4007537781786012
ARC<->HR,ARC,HR,0.40071234367560016
AGA<->YWHAE,AGA,YWHAE,0.4000528161151503
MBP<->SRC,MBP,SRC,0.4000525782714638
BSG<->MPI,BSG,MPI,0.39992480044729883
ATM<->MGMT,ATM,MGMT,0.3998984689582646
BAD<->SI,BAD,SI,0.39988812177861077
NGFR<->WASH,NGFR,WASH,0.39980577762633907
ET<->TPA,ET,TPA,0.3996425426579494
MIP<->PAM,MIP,PAM,0.39942325213610813
CISH<->HGF,CISH,HGF,0.39938704711033934
AE<->CAST,AE,CAST,0.3992840572023968
CW<->GC,CW,GC,0.39918372795581025
ABR<->CP,ABR,CP,0.3991456536241338
GAG<->MLL,GAG,MLL,0.39907327442678936
CLOCK<->RET,CLOCK,RET,0.39903945797705653
GC<->REST,GC,REST,0.39900623404208824
ABR<->COPE,ABR,COPE,0.39891605730608115
NAPA<->VEGF,NAPA,VEGF,0.39861422927132656
GA<->KIT,GA,KIT,0.3984683925412803
BF<->TRE,BF,TRE,0.39831963725586755
PTER<->TRE,PTER,TRE,0.3981987975080866
CROP<->POLE,CROP,POLE,0.3980216472933651
PTEN<->STAR,PTEN,STAR,0.3979390283801342
ER<->SHH,ER,SHH,0.397929188446784
AFP<->APP,AFP,APP,0.3976977458640463
PTCH<->TPA,PTCH,TPA,0.3975284050142475
MAX<->MPI,MAX,MPI,0.39748886120066224
COIL<->PAM,COIL,PAM,0.39735477949387993
BSG<->INSC,BSG,INSC,0.39732617405507764
GC<->TF,GC,TF,0.39709530915274316
ASS<->END,ASS,END,0.39680649936793744
CLOCK<->EPO,CLOCK,EPO,0.3965908202346996
DF<->IMPACT,DF,IMPACT,0.3965299106490748
STRAP<->TNF,STRAP,TNF,0.39632495453945593
ABAT<->HTERT,ABAT,HTERT,0.39589293957809046
POLI<->XK,POLI,XK,0.3955556812910332
CF<->NAPA,CF,NAPA,0.39498714961590176
NAPA<->PTEN,NAPA,PTEN,0.394835422030979
ER<->MET,ER,MET,0.3948071231028726
GAL<->STRAP,GAL,STRAP,0.3946353136227277
NET<->SI,NET,SI,0.3945440868415227
HLA<->MET,HLA,MET,0.39451206367159714
CBL<->TNF,CBL,TNF,0.3945004769228844
CCK<->ET,CCK,ET,0.39425980616294576
APP<->RET,APP,RET,0.3941416013510296
HCR<->SCT,HCR,SCT,0.3939630480637622
CPE<->PURG,CPE,PURG,0.39393614334979987
AR<->PK,AR,PK,0.3934765643540398
PILOT<->REL,PILOT,REL,0.39336607905772325
HR<->PILOT,HR,PILOT,0.3929086500547891
NGF<->SMO,NGF,SMO,0.39278678841466
STAR<->TEC,STAR,TEC,0.39276904313305816
GK<->WHITE,GK,WHITE,0.39254873690339775
GDA<->PAH,GDA,PAH,0.39244681860859004
GDA<->TCR,GDA,TCR,0.39244440462033675
APC<->BAD,APC,BAD,0.3922325785096048
GDA<->NGFR,GDA,NGFR,0.3920894591702014
LRP<->SYT,LRP,SYT,0.392048373424124
HK<->SHH,HK,SHH,0.39187892735747565
TERT<->WASH,TERT,WASH,0.39183216473770843
MMD<->YWHAE,MMD,YWHAE,0.39176610576805926
CCK<->NGF,CCK,NGF,0.39174782111261025
DAP<->PALM,DAP,PALM,0.39128779763452987
KERATIN<->SYT,KERATIN,SYT,0.3911434440531296
APP<->MYB,APP,MYB,0.39111929348012686
SRC<->STAR,SRC,STAR,0.39015176227080817
CPM<->IGHD,CPM,IGHD,0.39001180493171755
MYB<->SRI,MYB,SRI,0.38957706994875807
CF<->CHP,CF,CHP,0.38953330906856964
LIFR<->SPOP,LIFR,SPOP,0.3894785463485436
HUD<->PTCH,HUD,PTCH,0.38932291079693104
PCNA<->STRAP,PCNA,STRAP,0.38929147458683977
ADC<->HR,ADC,HR,0.38915494632127023
CCK<->PTC,CCK,PTC,0.3889482385170581
ATRX<->PTER,ATRX,PTER,0.3887415003047112
AE<->GAL,AE,GAL,0.38862812840498934
PREB<->PTEN,PREB,PTEN,0.3886116089267995
CROP<->MMD,CROP,MMD,0.38820923192007717
SRI<->XK,SRI,XK,0.3880828991028079
FEV<->INA,FEV,INA,0.3879760693445521
MYC<->PRO,MYC,PRO,0.38789118118732624
ASS<->REL,ASS,REL,0.38756433133172286
CW<->S,CW,S,0.3874220548563068
NOV<->RET,NOV,RET,0.3870135106283383
DAP<->GGT,DAP,GGT,0.38696551953120806
AR<->ASPN,AR,ASPN,0.3868261426120304
MPI<->TNF,MPI,TNF,0.38681629383068317
APP<->HEEL,APP,HEEL,0.38654361909414037
CLOCK<->ORF,CLOCK,ORF,0.3864761719400459
AR<->COPE,AR,COPE,0.38639656284441753
ACT<->MET,ACT,MET,0.38633820446584577
TYR<->VH,TYR,VH,0.38629067219515584
OAT<->SRI,OAT,SRI,0.38619873639929675
KERATIN<->TRH,KERATIN,TRH,0.38609035330799657
COIL<->RIG,COIL,RIG,0.38604465119263115
HK<->TF,HK,TF,0.3860086983064701
ACT<->ET,ACT,ET,0.3859094870504916
BAX<->CF,BAX,CF,0.385527002656927
CIC<->MAX,CIC,MAX,0.38547702547837664
HTERT<->LIFR,HTERT,LIFR,0.38524726403427406
PML<->TNF,PML,TNF,0.3850869284989302
GGT<->UCN,GGT,UCN,0.38499943135419534
PTC<->S,PTC,S,0.38452267469589707
APC<->AR,APC,AR,0.3842215556826819
ABAT<->ORF,ABAT,ORF,0.3841128072095367
CROP<->TTK,CROP,TTK,0.38396085872507646
GCA<->HCR,GCA,HCR,0.3839134026500491
ADC<->REL,ADC,REL,0.3837275120719554
RD<->WHITE,RD,WHITE,0.38371621929280786
PALM<->RET,PALM,RET,0.3836802306239384
CPE<->POLI,CPE,POLI,0.3835235634109464
EPO<->MMD,EPO,MMD,0.3828598639933876
GAPD<->PALM,GAPD,PALM,0.3826716428847705
MLL<->UCN,MLL,UCN,0.3823002458554712
END<->PR,END,PR,0.38205056768887957
MGMT<->OAT,MGMT,OAT,0.38176515923973153
APC<->TG,APC,TG,0.38159937440348835
CAST<->TRE,CAST,TRE,0.38130376450091785
CS<->MIP,CS,MIP,0.381269696773791
HUD<->MSC,HUD,MSC,0.3807726950781786
MVD<->REL,MVD,REL,0.38061477400293936
FEV<->TTK,FEV,TTK,0.38055566288563797
GDA<->SPIN,GDA,SPIN,0.38042439059802147
NVL<->STRAP,NVL,STRAP,0.3803322262882441
CELL<->GPCR,CELL,GPCR,0.3799810568704054
CISH<->MLL,CISH,MLL,0.37986439535649846
BAK<->NAPA,BAK,NAPA,0.37984641311958056
EGF<->TF,EGF,TF,0.379809455096751
EMD<->WASH,EMD,WASH,0.37965275411103716
CAT<->MPI,CAT,MPI,0.3795952199373841
HAT<->MAX,HAT,MAX,0.37934657077031647
KIT<->NET,KIT,NET,0.37895201075464313
ARNT<->OAT,ARNT,OAT,0.3786403724956483
REST<->SI,REST,SI,0.3783921250204584
LUM<->POLI,LUM,POLI,0.37816846281977173
JUN<->VEGF,JUN,VEGF,0.3776239374004801
ATRX<->CF,ATRX,CF,0.3775173596847729
LAR<->WIRE,LAR,WIRE,0.37735562437249043
AFP<->RAGE,AFP,RAGE,0.37730283839621565
ARCH<->CHP,ARCH,CHP,0.37718167572562733
SYT<->WIRE,SYT,WIRE,0.3771809112547648
CP<->HR,CP,HR,0.3769306403735712
IGH<->SRI,IGH,SRI,0.37671971871497345
CBL<->GFAP,CBL,GFAP,0.3765055917550583
GAG<->UCN,GAG,UCN,0.37637608193216066
PROLACTIN<->S,PROLACTIN,S,0.376266532957108
CW<->TF,CW,TF,0.37615557895566215
NANOG<->PURG,NANOG,PURG,0.3759493006218624
MET<->S,MET,S,0.3757920388869921
CROP<->XK,CROP,XK,0.37553199305640356
EGF<->ET,EGF,ET,0.37552522669722876
NET<->TF,NET,TF,0.3749720439212676
HGF<->TANK,HGF,TANK,0.37480389319319374
EPO<->NANOG,EPO,NANOG,0.3745128909833348
MYCN<->RIG,MYCN,RIG,0.3742664278610341
DF<->HDC,DF,HDC,0.37426453867379283
HUD<->PROLACTIN,HUD,PROLACTIN,0.3740895021671082
LAR<->MBP,LAR,MBP,0.3736705816065204
CCK<->CW,CCK,CW,0.37309060698224816
LUM<->TTK,LUM,TTK,0.3730002460325405
PAM<->VEGF,PAM,VEGF,0.3729625727904506
HLA<->S,HLA,S,0.37271914862313194
